V1
TRBV10-1	0.0034374836006029
TRBV10-2	0.00516826196653637
TRBV10-3	0.0299526118908247
TRBV11-1	0.00342712173568103
TRBV11-2	0.0268153752265896
TRBV11-3	0.0059486521903588
TRBV12-3	4.21760504682752e-06
TRBV12-4	0.000145953969387323
TRBV12-5	0.00610636963049741
TRBV13	0.00728042059446247
TRBV14	0.0135260826180063
TRBV15	0.00814593577764288
TRBV16	0.0010140144299388
TRBV18	0.0297169951817796
TRBV19	0.0357684556821192
TRBV2	0.040754129070825
TRBV20-1	0.115244875577636
TRBV21-1	0.0154229005958101
TRBV23-1	0.00609904339880863
TRBV24-1	0.0118071738186894
TRBV25-1	0.011390110699087
TRBV27	0.0295465195311923
TRBV28	0.0651487369148604
TRBV29-1	0.080213470696741
TRBV3-1	0.0293645428653858
TRBV30	0.0138653084091684
TRBV4-1	0.0179495135054845
TRBV4-2	0.0117370688921259
TRBV4-3	0.0212361507218786
TRBV5-1	0.0711797485646524
TRBV5-4	0.007660582831508
TRBV5-5	0.00878952609961289
TRBV5-6	0.0131609781704659
TRBV5-8	0.00195504014817077
TRBV6-1	0.0160417325673617
TRBV6-2	4.21760504682752e-06
TRBV6-3	4.21760504682752e-06
TRBV6-4	0.00888733803888622
TRBV6-5	0.0367658825149906
TRBV6-6	0.0198363547841078
TRBV6-7	0.000382865505874864
TRBV7-1	0.000136790692697077
TRBV7-2	0.0510384587185815
TRBV7-3	0.012893548898776
TRBV7-4	0.000826075882435985
TRBV7-6	0.00899777205697422
TRBV7-7	0.00279755458300371
TRBV7-8	0.0136774827067643
TRBV7-9	0.0460213863407839
TRBV9	0.0327049488870914
