J.deletions	TRAJ10	TRAJ11	TRAJ12	TRAJ13	TRAJ14	TRAJ15	TRAJ16	TRAJ17	TRAJ18	TRAJ20	TRAJ21	TRAJ22	TRAJ23	TRAJ24	TRAJ26	TRAJ27	TRAJ28	TRAJ29	TRAJ3	TRAJ30	TRAJ31	TRAJ32	TRAJ33	TRAJ34	TRAJ36	TRAJ37	TRAJ38	TRAJ39	TRAJ4	TRAJ40	TRAJ41	TRAJ42	TRAJ43	TRAJ44	TRAJ45	TRAJ46	TRAJ47	TRAJ48	TRAJ49	TRAJ5	TRAJ50	TRAJ52	TRAJ53	TRAJ54	TRAJ56	TRAJ57	TRAJ6	TRAJ7	TRAJ8	TRAJ9
20	0.00818452380952381	0.00217442684944458	0.00182105135364817	0.00283687943262411	0.00571428571428571	0.00441501103752759	0.0040773705932077	0.00180239829323917	0.00461486257210723	0.00273888560222617	0.000230211410812263	0.00586329683274879	0.00429813664596273	5.37721137817928e-05	0.00218023255813953	0.00244602571359263	0.00339311682016481	0.00526611789968812	0.00218944457248214	0.00273026831947278	0.00710671127948456	0.00512266190431431	0.00730025231286796	0.00896409196590028	0.00119266510957611	0.00301170716242839	0.00165181995162527	0.00274099997552679	0.00375513495803826	0.00330269959793222	0.00499803998431987	0.00766625807657948	4.41189446748434e-05	0.00319250383515071	0.00692868968054448	0.00166759310728182	0.00526150463326527	0.00293065899497217	0.00290807462799305	0.00423650764413336	0.00312385152517457	0.00595905622622424	0.00121658025084726	0.00356968513546497	0.00419734397577926	0.00575580977048709	0.00662587832963745	0.00137196352191106	0.00536128670881011	0.00166268012368007
21	0.00102749433106576	0.00127629402032616	0.0088017482092995	0.00308719232373801	0.102857142857143	0.00147167034584253	0.00303316592909353	0.00441403663650408	0.00413980318968442	0.0086987006726703	3.83685684687104e-05	0.00248989317555086	0.00387577639751553	5.37721137817928e-05	0.00207122093023256	0.00392172717716504	0.00383745354661496	0.00138043867273378	0.00614580932626565	0.00671583241801349	5.53051461438487e-05	0.0055926308863615	0.00501261564339781	0.00204081632653061	0.00586393678874919	0.00572903693304047	0.00371659489115686	0.00606935708866645	0.00264623604425515	0.00246505839555811	0.0049000392003136	0.00238921322169821	2.20594723374217e-05	0.00124383266304573	0.00217671224477282	0.00277932184546971	0.00357311135542642	0.00658726104374479	1.88836014804744e-05	0.00121569349788175	0.0035832414553473	0.00503551245684632	0.00286765344842569	0.00366121552355382	0.00715612743411546	0.00640333836966688	0.00299233214886852	0.00685981760955532	0.00100024005761383	0.00300449215331661
22	0.00290532879818594	0.00789411486646183	0.00679859172028651	0.00233625365039633	0.00571428571428571	0.00953081747783734	0.00566853960519119	0.00411976752740381	0.00400407193756362	0.000482043865991805	3.83685684687104e-05	0.00591684292254558	0.0075776397515528	5.37721137817928e-05	0.0028343023255814	0.412610172232554	0.00484730974309258	0.00541949997443632	0.00295767073826535	3.13823944766986e-05	0.000359483449935016	0.00578061847918037	3.36417157275021e-05	0.00588995091707569	0.00124235948914178	0.00536672629695885	0.00330363990325055	0.00384229460855094	0.00506565185614557	0.00347022783840705	0.00465503724029792	0.00288783163318306	2.20594723374217e-05	0.00364857581160081	0.00628487338279478	0.00555864369093941	7.85299198994817e-05	0.00298443255451295	1.88836014804744e-05	0.00519432676367655	0.00523704520396913	0.00615695846251952	0.00165107319757843	0.00588845496704906	0.00405972614050781	0.00769839556802648	0.00387400144273157	0.00177548220482608	0.00552132511802833	0.00376290764832857
23	0.0026218820861678	0.00628692980382888	0.017603496418599	0.00547907106104853	0.00571428571428571	0.0141911069063387	0.00541991944706877	0.00456117119105422	0.00251102816423482	2.19110848178093e-05	3.83685684687104e-05	0.00540815506947605	0.00293167701863354	0.000107544227563586	0.00606831395348837	0.00517506266677448	0.00222168363225077	0.00644204713942431	0.00253514634708458	6.27647889533971e-05	2.76525730719243e-05	0.0012689162515274	3.36417157275021e-05	0.000103332472229398	0.0106345972270536	0.000928421004959127	0.00306766562444694	0.00531068745258315	0.00471282038357822	0.0035420256557534	0.0017640141121129	0.00280472856460225	4.41189446748434e-05	0.00771176251088354	0.00245263351523699	0.00500277932184547	3.92649599497409e-05	0.00438254510257306	1.88836014804744e-05	0.00427334684103887	0.00670709298052187	0.0110825252325351	0.0127161602409988	0.00506468147424945	0.00254592995252185	0.00413698827253759	0.0014427315717759	0.0116213380679525	0.00488117148115548	0.000700075841549501
24	0.00556264172335601	0.00685417159064051	0.00868034478572296	0.00292031706299541	0.00571428571428571	0.0057815620729528	0.00238675351797524	0.00235415287280218	0.00475059382422803	2.19110848178093e-05	3.83685684687104e-05	0.00136542528981821	0.00228571428571429	0.000107544227563586	0.00337936046511628	2.02150885420878e-05	0.0016561641622233	0.0108389999488726	0.00364907428747023	3.13823944766986e-05	2.76525730719243e-05	0.00225585111382649	3.36417157275021e-05	5.1666236114699e-05	0.000695721313919396	0.00561581485926496	0.00572237626098755	0.00266758033332518	0.00287305627661987	0.0021778671261727	0.006125049000392	0.00299171046890906	2.20594723374217e-05	0.00103652721920478	0.00469066159789073	0.00111172873818788	3.92649599497409e-05	0.00147877288737128	1.88836014804744e-05	0.00268926137410204	0.00799338478500551	0.0019790223629527	0.00170900559047591	0.00353917500610203	0.00970205738663731	0.00312972156270235	0.00179005583905528	8.07037365830038e-05	0.00276066255901416	0.0131264220290531
25	0.00109835600907029	9.45402978019381e-05	6.07017117882724e-05	0.00564594632179113	0.00571428571428571	3.50397701391079e-05	4.97240316244841e-05	0.00544397851835504	0.00352901255514082	2.19110848178093e-05	3.83685684687104e-05	0.0079248212899253	0.0066583850931677	0.000215088455127171	3.63372093023256e-05	2.02150885420878e-05	0.00363548230731944	5.11273582493993e-05	0.00453253437812092	3.13823944766986e-05	2.76525730719243e-05	0.00531064949713319	3.36417157275021e-05	2.58331180573495e-05	4.96943795656711e-05	0.003600461946061	0.00424753701846499	0.00939771420180612	0.00761107890823861	0.00428393643499904	0.0012250098000784	0.00330334697608709	2.20594723374217e-05	0.0064679298478378	0.00233000183947514	0.00444691495275153	3.92649599497409e-05	0.0020433952625494	1.88836014804744e-05	3.68391969055075e-05	9.18779860345461e-05	0.00292455526969677	0.00408423369927295	6.1020258725897e-05	0.00371568155232918	0.00730268364630549	0.0068663335916001	0.000242111209749011	4.00096023045531e-05	0.00350037920774751
26	0.00722789115646259	4.7270148900969e-05	6.07017117882724e-05	0.00887220136281463	0.00571428571428571	3.50397701391079e-05	4.97240316244841e-05	0.00584859854336791	0.00699015948422124	2.19110848178093e-05	3.83685684687104e-05	0.00463173676742256	0.0136645962732919	0.000268860568908964	3.63372093023256e-05	2.02150885420878e-05	0.00290838584585555	5.11273582493993e-05	0.00380271952062687	3.13823944766986e-05	2.76525730719243e-05	0.0038067487545822	3.36417157275021e-05	2.58331180573495e-05	4.96943795656711e-05	0.00246824120830597	0.00289068491534423	0.00398913389295416	0.00788830363668439	4.78652115642351e-05	0.0029890239121913	0.00430058379905678	2.20594723374217e-05	0.00443633649819644	0.00487460911153351	0.0339077265147304	3.92649599497409e-05	0.00658726104374479	1.88836014804744e-05	3.68391969055075e-05	9.18779860345461e-05	0.00354025111594872	0.00283868725197694	3.05101293629485e-05	0.00467900639922934	0.00460464781638967	0.00288546314355179	8.07037365830038e-05	8.00192046091062e-05	0.000116679306924917
27	0.00173611111111111	4.7270148900969e-05	6.07017117882724e-05	0.00572938395216243	0.00571428571428571	3.50397701391079e-05	4.97240316244841e-05	0.00430368572059148	0.00393620631150322	2.19110848178093e-05	3.83685684687104e-05	0.00605070814703756	0.00663354037267081	0.997418938538474	3.63372093023256e-05	2.02150885420878e-05	0.000605913717886573	5.11273582493993e-05	0.000499347007759084	3.13823944766986e-05	2.76525730719243e-05	0.00197386972459818	3.36417157275021e-05	0.000103332472229398	4.96943795656711e-05	0.00033966622132651	5.89935697009026e-05	0.00474780352903747	0.0030998765089846	2.39326057821176e-05	4.9000392003136e-05	0.000810254918662872	2.20594723374217e-05	0.00514117500725569	0.00104236924397572	0.0144524735964425	3.92649599497409e-05	0.00720565697846369	1.88836014804744e-05	3.68391969055075e-05	9.18779860345461e-05	0.00360621852804714	0.000926918286359818	3.05101293629485e-05	6.88089176357256e-05	0.00597165263688035	2.67172513291833e-05	8.07037365830038e-05	4.00096023045531e-05	2.91698267312292e-05
28	0.00549178004535147	4.7270148900969e-05	6.07017117882724e-05	0.000139062717285496	0.00571428571428571	3.50397701391079e-05	4.97240316244841e-05	3.6783638637534e-05	0.00570071258907363	2.19110848178093e-05	3.83685684687104e-05	2.67730448983963e-05	2.48447204968944e-05	5.37721137817928e-05	3.63372093023256e-05	2.02150885420878e-05	0.00674583939247051	5.11273582493993e-05	0.000115233924867481	3.13823944766986e-05	2.76525730719243e-05	0.00808346649121158	3.36417157275021e-05	2.58331180573495e-05	4.96943795656711e-05	4.52888295102013e-05	5.89935697009026e-05	7.34196422016103e-05	0.000176415736283676	2.39326057821176e-05	4.9000392003136e-05	0.00718841543223984	2.20594723374217e-05	0.000124383266304573	0.00748053222147281	0.000555864369093941	3.92649599497409e-05	2.68867797703869e-05	1.88836014804744e-05	3.68391969055075e-05	9.18779860345461e-05	0.00628889328671636	0.00811053500564841	3.05101293629485e-05	6.88089176357256e-05	3.59738110655443e-05	0.0001603035079751	0.000403518682915019	4.00096023045531e-05	2.91698267312292e-05
29	3.54308390022676e-05	4.7270148900969e-05	6.07017117882724e-05	5.56250869141983e-05	0.00571428571428571	7.00795402782158e-05	4.97240316244841e-05	0.000220701831825204	0.0118086189345097	2.19110848178093e-05	3.83685684687104e-05	2.67730448983963e-05	2.48447204968944e-05	5.37721137817928e-05	3.63372093023256e-05	2.02150885420878e-05	0.00218128938439166	5.11273582493993e-05	3.84113082891603e-05	3.13823944766986e-05	2.76525730719243e-05	0.00281981389228311	3.36417157275021e-05	2.58331180573495e-05	4.96943795656711e-05	2.26444147551007e-05	5.89935697009026e-05	7.34196422016103e-05	0.000655258449053656	2.39326057821176e-05	4.9000392003136e-05	0.0011426671929861	2.20594723374217e-05	4.14610887681911e-05	0.0021153964068919	0.00444691495275153	3.92649599497409e-05	2.68867797703869e-05	1.88836014804744e-05	3.68391969055075e-05	9.18779860345461e-05	0.00312245750599204	0.00370767314543927	3.05101293629485e-05	6.88089176357256e-05	3.59738110655443e-05	2.67172513291833e-05	8.07037365830038e-05	4.00096023045531e-05	2.91698267312292e-05
30	3.54308390022676e-05	4.7270148900969e-05	6.07017117882724e-05	2.78125434570992e-05	0.00571428571428571	3.50397701391079e-05	4.97240316244841e-05	3.6783638637534e-05	0.00794027824906685	2.19110848178093e-05	3.83685684687104e-05	2.67730448983963e-05	2.48447204968944e-05	5.37721137817928e-05	3.63372093023256e-05	2.02150885420878e-05	0.00460494425593795	5.11273582493993e-05	3.84113082891603e-05	3.13823944766986e-05	2.76525730719243e-05	0.00404173324560579	3.36417157275021e-05	2.58331180573495e-05	4.96943795656711e-05	2.26444147551007e-05	5.89935697009026e-05	2.44732140672034e-05	2.52022480405252e-05	4.78652115642351e-05	4.9000392003136e-05	0.00353188041468431	2.20594723374217e-05	4.14610887681911e-05	0.00637684713961616	0.000555864369093941	3.92649599497409e-05	2.68867797703869e-05	1.88836014804744e-05	3.68391969055075e-05	9.18779860345461e-05	0.00246278338500781	0.00608290125423631	3.05101293629485e-05	6.88089176357256e-05	3.59738110655443e-05	2.67172513291833e-05	8.07037365830038e-05	4.00096023045531e-05	2.91698267312292e-05
31	3.54308390022676e-05	4.7270148900969e-05	6.07017117882724e-05	2.78125434570992e-05	0.00571428571428571	3.50397701391079e-05	4.97240316244841e-05	3.6783638637534e-05	0.000475059382422803	2.19110848178093e-05	3.83685684687104e-05	2.67730448983963e-05	2.48447204968944e-05	5.37721137817928e-05	3.63372093023256e-05	2.02150885420878e-05	4.03942478591049e-05	5.11273582493993e-05	3.84113082891603e-05	3.13823944766986e-05	2.76525730719243e-05	0.000798947269480214	3.36417157275021e-05	2.58331180573495e-05	4.96943795656711e-05	2.26444147551007e-05	5.89935697009026e-05	2.44732140672034e-05	2.52022480405252e-05	2.39326057821176e-05	4.9000392003136e-05	4.15515342904037e-05	2.20594723374217e-05	4.14610887681911e-05	3.06579189404623e-05	0.000555864369093941	3.92649599497409e-05	2.68867797703869e-05	1.88836014804744e-05	3.68391969055075e-05	9.18779860345461e-05	0.00774017635288168	2.89661964487443e-05	3.05101293629485e-05	6.88089176357256e-05	3.59738110655443e-05	2.67172513291833e-05	8.07037365830038e-05	4.00096023045531e-05	2.91698267312292e-05
32	3.54308390022676e-05	4.7270148900969e-05	6.07017117882724e-05	2.78125434570992e-05	0.00571428571428571	3.50397701391079e-05	4.97240316244841e-05	3.6783638637534e-05	0.000339328130302002	2.19110848178093e-05	3.83685684687104e-05	2.67730448983963e-05	0.000596273291925466	5.37721137817928e-05	3.63372093023256e-05	2.02150885420878e-05	4.03942478591049e-05	5.11273582493993e-05	3.84113082891603e-05	3.13823944766986e-05	2.76525730719243e-05	4.69968982047185e-05	3.36417157275021e-05	2.58331180573495e-05	4.96943795656711e-05	2.26444147551007e-05	5.89935697009026e-05	2.44732140672034e-05	2.52022480405252e-05	2.39326057821176e-05	4.9000392003136e-05	2.07757671452018e-05	2.20594723374217e-05	4.14610887681911e-05	9.1973756821387e-05	0.000555864369093941	3.92649599497409e-05	2.68867797703869e-05	1.88836014804744e-05	3.68391969055075e-05	9.18779860345461e-05	0.00332035974228731	5.79323928974886e-05	3.05101293629485e-05	6.88089176357256e-05	0.000179869055327721	2.67172513291833e-05	8.07037365830038e-05	4.00096023045531e-05	2.91698267312292e-05
33	3.54308390022676e-05	4.7270148900969e-05	6.07017117882724e-05	2.78125434570992e-05	0.00571428571428571	3.50397701391079e-05	4.97240316244841e-05	3.6783638637534e-05	6.78656260604004e-05	2.19110848178093e-05	3.83685684687104e-05	2.67730448983963e-05	2.48447204968944e-05	5.37721137817928e-05	3.63372093023256e-05	2.02150885420878e-05	4.03942478591049e-05	5.11273582493993e-05	3.84113082891603e-05	3.13823944766986e-05	2.76525730719243e-05	4.69968982047185e-05	3.36417157275021e-05	2.58331180573495e-05	4.96943795656711e-05	2.26444147551007e-05	5.89935697009026e-05	2.44732140672034e-05	2.52022480405252e-05	2.39326057821176e-05	4.9000392003136e-05	2.07757671452018e-05	2.20594723374217e-05	4.14610887681911e-05	3.06579189404623e-05	0.000555864369093941	3.92649599497409e-05	2.68867797703869e-05	1.88836014804744e-05	3.68391969055075e-05	9.18779860345461e-05	0.00870769839699189	2.89661964487443e-05	3.05101293629485e-05	6.88089176357256e-05	3.59738110655443e-05	2.67172513291833e-05	8.07037365830038e-05	4.00096023045531e-05	2.91698267312292e-05
34	3.54308390022676e-05	4.7270148900969e-05	6.07017117882724e-05	2.78125434570992e-05	0.00571428571428571	3.50397701391079e-05	4.97240316244841e-05	3.6783638637534e-05	6.78656260604004e-05	2.19110848178093e-05	3.83685684687104e-05	2.67730448983963e-05	2.48447204968944e-05	5.37721137817928e-05	3.63372093023256e-05	2.02150885420878e-05	4.03942478591049e-05	5.11273582493993e-05	3.84113082891603e-05	3.13823944766986e-05	2.76525730719243e-05	4.69968982047185e-05	3.36417157275021e-05	2.58331180573495e-05	4.96943795656711e-05	2.26444147551007e-05	5.89935697009026e-05	2.44732140672034e-05	2.52022480405252e-05	2.39326057821176e-05	4.9000392003136e-05	2.07757671452018e-05	2.20594723374217e-05	4.14610887681911e-05	3.06579189404623e-05	0.000555864369093941	3.92649599497409e-05	2.68867797703869e-05	1.88836014804744e-05	3.68391969055075e-05	9.18779860345461e-05	8.79565494645645e-05	2.89661964487443e-05	3.05101293629485e-05	6.88089176357256e-05	3.59738110655443e-05	2.67172513291833e-05	8.07037365830038e-05	4.00096023045531e-05	2.91698267312292e-05
35	3.54308390022676e-05	4.7270148900969e-05	6.07017117882724e-05	2.78125434570992e-05	0.00571428571428571	3.50397701391079e-05	4.97240316244841e-05	3.6783638637534e-05	6.78656260604004e-05	2.19110848178093e-05	3.83685684687104e-05	2.67730448983963e-05	2.48447204968944e-05	5.37721137817928e-05	3.63372093023256e-05	2.02150885420878e-05	0.000121182743577315	5.11273582493993e-05	3.84113082891603e-05	3.13823944766986e-05	2.76525730719243e-05	9.3993796409437e-05	3.36417157275021e-05	2.58331180573495e-05	4.96943795656711e-05	2.26444147551007e-05	5.89935697009026e-05	2.44732140672034e-05	2.52022480405252e-05	2.39326057821176e-05	4.9000392003136e-05	4.15515342904037e-05	2.20594723374217e-05	4.14610887681911e-05	3.06579189404623e-05	0.000555864369093941	3.92649599497409e-05	2.68867797703869e-05	1.88836014804744e-05	3.68391969055075e-05	9.18779860345461e-05	2.19891373661411e-05	2.89661964487443e-05	3.05101293629485e-05	6.88089176357256e-05	3.59738110655443e-05	2.67172513291833e-05	8.07037365830038e-05	4.00096023045531e-05	2.91698267312292e-05
38	3.54308390022676e-05	4.7270148900969e-05	6.07017117882724e-05	2.78125434570992e-05	0.00571428571428571	3.50397701391079e-05	4.97240316244841e-05	3.6783638637534e-05	6.78656260604004e-05	2.19110848178093e-05	3.83685684687104e-05	2.67730448983963e-05	2.48447204968944e-05	5.37721137817928e-05	3.63372093023256e-05	2.02150885420878e-05	4.03942478591049e-05	5.11273582493993e-05	3.84113082891603e-05	3.13823944766986e-05	2.76525730719243e-05	4.69968982047185e-05	3.36417157275021e-05	2.58331180573495e-05	4.96943795656711e-05	2.26444147551007e-05	5.89935697009026e-05	2.44732140672034e-05	2.52022480405252e-05	2.39326057821176e-05	4.9000392003136e-05	2.07757671452018e-05	2.20594723374217e-05	4.14610887681911e-05	3.06579189404623e-05	0.000555864369093941	3.92649599497409e-05	2.68867797703869e-05	1.88836014804744e-05	3.68391969055075e-05	9.18779860345461e-05	4.39782747322823e-05	2.89661964487443e-05	3.05101293629485e-05	6.88089176357256e-05	3.59738110655443e-05	2.67172513291833e-05	8.07037365830038e-05	4.00096023045531e-05	2.91698267312292e-05
