VJgenes	TRAJ10	TRAJ11	TRAJ12	TRAJ13	TRAJ14	TRAJ15	TRAJ16	TRAJ17	TRAJ18	TRAJ20	TRAJ21	TRAJ22	TRAJ23	TRAJ24	TRAJ26	TRAJ27	TRAJ28	TRAJ29	TRAJ3	TRAJ30	TRAJ31	TRAJ32	TRAJ33	TRAJ34	TRAJ36	TRAJ37	TRAJ38	TRAJ39	TRAJ4	TRAJ40	TRAJ41	TRAJ42	TRAJ43	TRAJ44	TRAJ45	TRAJ46	TRAJ47	TRAJ48	TRAJ49	TRAJ5	TRAJ50	TRAJ52	TRAJ53	TRAJ54	TRAJ56	TRAJ57	TRAJ6	TRAJ7	TRAJ8	TRAJ9
TRAV36/DV7	6.35476536794092e-05	2.11825512264697e-05	2.8243401635293e-05	0.000148277858585288	0	5.64868032705859e-05	5.64868032705859e-05	7.06085040882324e-05	2.8243401635293e-05	0.000169460409811758	9.88519057235253e-05	0.000148277858585288	0.000169460409811758	3.53042520441162e-05	0.000120034456949995	0.000388346772485278	0.000134156157767642	0.000120034456949995	0.000112973606541172	0.000296555717170576	0.000127095307358818	0.000127095307358818	0.000148277858585288	0.000141217008176465	0.000120034456949995	0.000451894426164687	0.000233008063491167	0.000395407622894101	3.53042520441162e-05	0.000515442079844096	9.17910553147021e-05	0.000578989733523506	0.000564868032705859	0.00024006891389999	0.00052250293025292	2.11825512264697e-05	0.000204764661855874	0.000416590174120571	0.000494259528617627	7.06085040882324e-06	0.000112973606541172	0.000473076977391157	0.000409529323711748	0.000367164221258808	0.00028243401635293	0.000430711874938218	9.88519057235253e-05	4.23651024529394e-05	3.53042520441162e-05	4.23651024529394e-05
TRAV38-1	2.8243401635293e-05	1.41217008176465e-05	7.06085040882324e-06	2.8243401635293e-05	0	2.11825512264697e-05	6.35476536794092e-05	5.64868032705859e-05	5.64868032705859e-05	9.17910553147021e-05	2.8243401635293e-05	0.000105912756132349	4.23651024529394e-05	4.94259528617627e-05	5.64868032705859e-05	0.000430711874938218	0.000127095307358818	0.000112973606541172	2.8243401635293e-05	0.000134156157767642	0.000105912756132349	0.000134156157767642	7.76693544970556e-05	9.17910553147021e-05	7.76693544970556e-05	0.000268312315535283	0.000225947213082344	0.000381285922076455	5.64868032705859e-05	0.000367164221258808	0.000120034456949995	0.000444833575755864	0.000578989733523506	0.000197703811447051	0.000395407622894101	2.11825512264697e-05	0.000155338708994111	0.000289494866761753	0.000331859969214692	7.06085040882324e-06	4.94259528617627e-05	0.000247129764308813	0.000395407622894101	0.00024006891389999	0.000197703811447051	0.000451894426164687	2.8243401635293e-05	6.35476536794092e-05	2.11825512264697e-05	1.41217008176465e-05
TRAV38-2/DV8	2.8243401635293e-05	5.64868032705859e-05	7.06085040882324e-06	4.23651024529394e-05	0	8.47302049058789e-05	8.47302049058789e-05	0.000112973606541172	4.94259528617627e-05	8.47302049058789e-05	5.64868032705859e-05	0.000176521260220581	0.000162399559402934	3.53042520441162e-05	3.53042520441162e-05	0.000833180348241142	9.17910553147021e-05	0.000127095307358818	5.64868032705859e-05	0.000317738268397046	0.000268312315535283	0.000275373165944106	0.000176521260220581	0.000112973606541172	0.000120034456949995	0.000289494866761753	0.000148277858585288	0.00045895527657351	2.11825512264697e-05	0.000451894426164687	0.000183582110629404	0.000819058647423496	0.000995579907644077	0.000494259528617627	0.000903788852329375	1.41217008176465e-05	0.00021888636267352	0.000593111434341152	0.00078375439537938	2.11825512264697e-05	9.88519057235253e-05	0.000416590174120571	0.000727267592108794	0.000649598237611738	0.000430711874938218	0.000748450143335263	4.94259528617627e-05	9.17910553147021e-05	1.41217008176465e-05	1.41217008176465e-05
TRAV39	0	1.41217008176465e-05	7.06085040882324e-06	4.23651024529394e-05	0	7.06085040882324e-06	4.94259528617627e-05	2.11825512264697e-05	2.11825512264697e-05	2.11825512264697e-05	5.64868032705859e-05	9.88519057235253e-05	7.76693544970556e-05	3.53042520441162e-05	4.94259528617627e-05	0.000529563780661743	9.88519057235253e-05	7.06085040882324e-05	2.11825512264697e-05	0.000176521260220581	0.000176521260220581	0.000190642961038227	0.000169460409811758	0.000127095307358818	4.23651024529394e-05	0.000141217008176465	8.47302049058789e-05	0.000211825512264697	1.41217008176465e-05	0.000317738268397046	0.000183582110629404	0.000790815245788203	0.000536624631070566	0.000233008063491167	0.000536624631070566	2.8243401635293e-05	0.00028243401635293	0.000381285922076455	0.00048013782779998	2.11825512264697e-05	6.35476536794092e-05	0.000324799118805869	0.000451894426164687	0.00021888636267352	0.000169460409811758	0.000663719938429384	1.41217008176465e-05	4.23651024529394e-05	7.06085040882324e-06	2.11825512264697e-05
TRAV4	0.000811997797014672	0.000423651024529394	0.000466016126982334	0.00104500586050584	0	0.000797876096197026	0.000840241198649965	0.00103088415968819	0.000233008063491167	0.000988519057235253	0.000833180348241142	0.00141217008176465	0.00126389222317936	0.000268312315535283	0.00048013782779998	0.000621354835976445	0.000543685481479389	0.000621354835976445	0.00153220453871464	0.00102382330927937	0.000593111434341152	0.000487198678208803	0.00045895527657351	0.000826119497832319	0.000649598237611738	0.00153220453871464	0.000946153954782314	0.00103088415968819	0.00177933430302346	0.000819058647423496	0.00026125146512646	0.000840241198649965	0.00103794501009702	0.000345981670032339	0.00048013782779998	4.23651024529394e-05	0.000183582110629404	0.000268312315535283	0.000317738268397046	0.00166636069648228	7.06085040882324e-05	7.76693544970556e-05	4.94259528617627e-05	2.11825512264697e-05	1.41217008176465e-05	1.41217008176465e-05	0.0011862228686823	0.000529563780661743	0.000967336506008784	0.00140510923135582
TRAV40	4.94259528617627e-05	1.41217008176465e-05	7.06085040882324e-06	7.06085040882324e-06	0	2.8243401635293e-05	1.41217008176465e-05	3.53042520441162e-05	1.41217008176465e-05	0.000112973606541172	2.11825512264697e-05	3.53042520441162e-05	2.11825512264697e-05	7.06085040882324e-06	1.41217008176465e-05	0.000176521260220581	8.47302049058789e-05	3.53042520441162e-05	7.06085040882324e-06	7.06085040882324e-06	8.47302049058789e-05	8.47302049058789e-05	7.06085040882324e-05	0.000254190614717637	2.8243401635293e-05	5.64868032705859e-05	6.35476536794092e-05	0.000134156157767642	4.94259528617627e-05	7.76693544970556e-05	0.000134156157767642	0.00050132037902645	0.000473076977391157	0.000204764661855874	0.000360103370849985	2.11825512264697e-05	0.000176521260220581	0.000543685481479389	4.23651024529394e-05	1.41217008176465e-05	2.11825512264697e-05	4.23651024529394e-05	0.000529563780661743	7.76693544970556e-05	0.000141217008176465	0.000183582110629404	1.41217008176465e-05	7.06085040882324e-06	1.41217008176465e-05	7.06085040882324e-06
TRAV41	1.41217008176465e-05	0	7.06085040882324e-06	5.64868032705859e-05	0	7.06085040882324e-06	2.11825512264697e-05	7.76693544970556e-05	3.53042520441162e-05	1.41217008176465e-05	2.11825512264697e-05	0.000289494866761753	2.8243401635293e-05	7.06085040882324e-06	7.76693544970556e-05	0.000826119497832319	6.35476536794092e-05	4.23651024529394e-05	7.06085040882324e-06	0.000183582110629404	8.47302049058789e-05	0.00021888636267352	0.000183582110629404	0.000430711874938218	1.41217008176465e-05	0.000112973606541172	2.8243401635293e-05	3.53042520441162e-05	6.35476536794092e-05	6.35476536794092e-05	2.8243401635293e-05	0.00114385776622936	0.00048013782779998	0.000162399559402934	0.00111561436459407	2.8243401635293e-05	0.000254190614717637	0.000614293985567622	0.00114385776622936	7.06085040882324e-06	8.47302049058789e-05	0.000120034456949995	0.000508381229435273	0.000388346772485278	5.64868032705859e-05	0.000515442079844096	4.94259528617627e-05	2.8243401635293e-05	7.06085040882324e-06	3.53042520441162e-05
TRAV5	0.00028243401635293	0.00021888636267352	9.17910553147021e-05	0.000388346772485278	0	0.000141217008176465	0.000233008063491167	0.000233008063491167	0.000127095307358818	0.000289494866761753	0.000225947213082344	0.000331859969214692	0.000303616567579399	9.17910553147021e-05	0.000127095307358818	0.000162399559402934	0.000127095307358818	0.000112973606541172	0.000578989733523506	0.000134156157767642	0.000233008063491167	0.000289494866761753	0.000169460409811758	0.00024006891389999	0.000162399559402934	0.000642537387202915	0.000155338708994111	0.000233008063491167	0.000811997797014672	0.000247129764308813	9.88519057235253e-05	0.000367164221258808	0.000296555717170576	0.000112973606541172	0.000141217008176465	1.41217008176465e-05	8.47302049058789e-05	6.35476536794092e-05	0.000148277858585288	0.00052250293025292	0	5.64868032705859e-05	2.11825512264697e-05	7.06085040882324e-06	0	0	0.000473076977391157	0.000155338708994111	0.000183582110629404	0.00021888636267352
TRAV6	0.00078375439537938	0.000437772725347041	0.000331859969214692	0.0010944318133676	0	0.000628415686385268	0.000769632694561733	0.000699024190473501	0.000367164221258808	0.000642537387202915	0.000571928883114682	0.00102382330927937	0.00120034456949995	0.000331859969214692	0.000557807182297036	0.000564868032705859	0.000515442079844096	0.000360103370849985	0.0024006891389999	0.000819058647423496	0.000437772725347041	0.000324799118805869	0.000317738268397046	0.000642537387202915	0.000345981670032339	0.00133450072726759	0.000826119497832319	0.00110855351418525	0.00220298532755285	0.000656659088020561	0.000409529323711748	0.0010944318133676	0.00104500586050584	0.000374225071667632	0.000769632694561733	2.11825512264697e-05	0.000247129764308813	0.000331859969214692	0.000494259528617627	0.00157456964116758	4.23651024529394e-05	0.000105912756132349	3.53042520441162e-05	1.41217008176465e-05	0	1.41217008176465e-05	0.00134156157767642	0.000402468473302925	0.000578989733523506	0.00108031011254996
TRAV7	0	0	0	0	0	0	0	1.41217008176465e-05	0	7.06085040882324e-06	0	7.06085040882324e-06	0	0	0	0	0	0	7.06085040882324e-06	0	0	0	0	7.06085040882324e-06	0	7.06085040882324e-06	0	7.06085040882324e-06	0	0	0	0	0	0	0	0	0	0	7.06085040882324e-06	0	0	0	0	0	0	0	0	0	7.06085040882324e-06	0
TRAV8-1	0.000254190614717637	6.35476536794092e-05	9.88519057235253e-05	0.000367164221258808	0	0.000162399559402934	7.76693544970556e-05	0.000317738268397046	8.47302049058789e-05	0.000247129764308813	6.35476536794092e-05	0.000197703811447051	0.00021888636267352	9.17910553147021e-05	8.47302049058789e-05	0.000197703811447051	7.76693544970556e-05	7.76693544970556e-05	0.000586050583932329	0.000155338708994111	0.000141217008176465	0.000120034456949995	0.000148277858585288	0.00026125146512646	0.000112973606541172	0.000466016126982334	0.00026125146512646	0.000324799118805869	0.000508381229435273	0.000183582110629404	7.06085040882324e-05	0.000388346772485278	0.000381285922076455	9.88519057235253e-05	0.00028243401635293	2.11825512264697e-05	0.000169460409811758	0.000127095307358818	0.000176521260220581	0.000296555717170576	2.11825512264697e-05	4.23651024529394e-05	1.41217008176465e-05	7.06085040882324e-06	1.41217008176465e-05	0	0.00048013782779998	0.000141217008176465	0.000204764661855874	0.000169460409811758
TRAV8-2	0.000345981670032339	0.000190642961038227	6.35476536794092e-05	0.000367164221258808	0	0.000317738268397046	0.00028243401635293	0.000211825512264697	0.000112973606541172	0.00028243401635293	0.000134156157767642	0.000233008063491167	0.000451894426164687	0.000155338708994111	0.000120034456949995	0.000169460409811758	5.64868032705859e-05	0.000190642961038227	0.000670780788838208	0.000324799118805869	0.000148277858585288	0.000155338708994111	0.000155338708994111	0.000162399559402934	0.000112973606541172	0.000550746331888213	0.000105912756132349	0.000331859969214692	0.000706085040882324	0.00028243401635293	7.76693544970556e-05	0.000388346772485278	0.000324799118805869	0.000127095307358818	0.000529563780661743	7.06085040882324e-06	0.000162399559402934	0.000183582110629404	0.00026125146512646	0.000409529323711748	5.64868032705859e-05	0.000254190614717637	0.000127095307358818	6.35476536794092e-05	1.41217008176465e-05	0.000105912756132349	0.000388346772485278	0.000134156157767642	0.000254190614717637	0.000317738268397046
TRAV8-3	0.000684902489655854	0.000204764661855874	0.00024006891389999	0.000508381229435273	0	0.000395407622894101	0.000374225071667632	0.000670780788838208	0.000324799118805869	0.000755510993744087	0.00021888636267352	0.000317738268397046	0.00045895527657351	0.00028243401635293	0.000183582110629404	0.000543685481479389	0.00026125146512646	0.000183582110629404	0.00048013782779998	0.000353042520441162	0.000176521260220581	0.000211825512264697	0.000176521260220581	0.000409529323711748	0.000155338708994111	0.000515442079844096	0.000374225071667632	0.000670780788838208	0.00132743987685877	0.000409529323711748	0.000268312315535283	0.000819058647423496	0.000790815245788203	0.000423651024529394	0.000819058647423496	1.41217008176465e-05	0.000275373165944106	0.000578989733523506	0.000381285922076455	0.000437772725347041	0.000155338708994111	0.000395407622894101	0.000345981670032339	8.47302049058789e-05	4.23651024529394e-05	5.64868032705859e-05	0.00104500586050584	0.00026125146512646	0.000247129764308813	0.000360103370849985
TRAV8-4	0.000190642961038227	0.000169460409811758	8.47302049058789e-05	0.000162399559402934	0	0.000225947213082344	0.000183582110629404	0.000204764661855874	5.64868032705859e-05	0.000247129764308813	0.000120034456949995	0.000247129764308813	0.000233008063491167	0.000105912756132349	7.06085040882324e-05	0.000141217008176465	7.06085040882324e-05	9.88519057235253e-05	0.000317738268397046	0.000120034456949995	0.000155338708994111	8.47302049058789e-05	0.000105912756132349	0.000155338708994111	2.8243401635293e-05	0.000211825512264697	7.76693544970556e-05	0.000190642961038227	0.00045895527657351	8.47302049058789e-05	2.8243401635293e-05	0.000310677417988223	0.000169460409811758	0.000134156157767642	0.000268312315535283	7.06085040882324e-06	7.76693544970556e-05	0.000197703811447051	0.000254190614717637	0.00021888636267352	9.17910553147021e-05	0.000225947213082344	0.000190642961038227	9.88519057235253e-05	6.35476536794092e-05	5.64868032705859e-05	0.000176521260220581	7.06085040882324e-05	0.000127095307358818	0.000120034456949995
TRAV8-6	0.000381285922076455	0.00021888636267352	0.000169460409811758	0.000416590174120571	0	0.000324799118805869	0.000317738268397046	0.000353042520441162	0.000197703811447051	0.000444833575755864	0.000233008063491167	0.000225947213082344	0.000381285922076455	0.000148277858585288	0.000134156157767642	0.000557807182297036	0.000120034456949995	0.000141217008176465	0.000621354835976445	0.000296555717170576	0.000190642961038227	0.000162399559402934	0.000105912756132349	0.000289494866761753	0.000148277858585288	0.000402468473302925	0.000197703811447051	0.000225947213082344	0.000727267592108794	0.000183582110629404	0.000134156157767642	0.000360103370849985	0.00028243401635293	0.000190642961038227	0.000388346772485278	7.06085040882324e-06	0.000120034456949995	0.000254190614717637	0.000324799118805869	0.000444833575755864	5.64868032705859e-05	0.000353042520441162	0.000451894426164687	0.000190642961038227	0.000112973606541172	0.000148277858585288	0.000536624631070566	0.000169460409811758	0.000204764661855874	0.000233008063491167
TRAV8-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.06085040882324e-06	0	0	0	0	0	0	0	0	0	0	7.06085040882324e-06	0	0	0	7.06085040882324e-06	0	0	0	0	0	0	0	0	7.06085040882324e-06	0	0	0	0	0	0	0	0
TRAV9-1	1.41217008176465e-05	7.06085040882324e-06	0	7.06085040882324e-06	0	1.41217008176465e-05	1.41217008176465e-05	7.06085040882324e-06	0	0	0	2.8243401635293e-05	1.41217008176465e-05	1.41217008176465e-05	0	7.06085040882324e-06	0	0	2.11825512264697e-05	0	0	7.06085040882324e-06	1.41217008176465e-05	7.06085040882324e-06	0	7.06085040882324e-06	1.41217008176465e-05	2.11825512264697e-05	2.11825512264697e-05	0	0	0	0	1.41217008176465e-05	1.41217008176465e-05	0	7.06085040882324e-06	0	2.8243401635293e-05	2.8243401635293e-05	0	7.06085040882324e-06	0	0	0	0	1.41217008176465e-05	0	0	2.8243401635293e-05
TRAV9-2	0.00150396113707935	0.000924971403555844	0.000819058647423496	0.00192761216160874	1.41217008176465e-05	0.00141217008176465	0.00148277858585288	0.00154632623953229	0.000699024190473501	0.00230183723327638	0.0016098738932117	0.00224535043000579	0.00196997726406168	0.000691963340064677	0.000699024190473501	0.00205470746896756	0.000861423749876435	0.000833180348241142	0.00372812901585867	0.00103794501009702	0.00108031011254996	0.000691963340064677	0.000804936946605849	0.000917910553147021	0.000621354835976445	0.00233714148532049	0.000790815245788203	0.00147571773544406	0.00362927711013514	0.000953214805191137	0.000381285922076455	0.00175109090138816	0.00161693474362052	0.000875545450694082	0.00142629178258229	5.64868032705859e-05	0.000734328442517617	0.00129213562481465	0.00267606230494401	0.00235832403654696	0.000600172284749975	0.00227359383164108	0.00208295087060286	0.00133450072726759	0.00076257184415291	0.00169460409811758	0.00206176831937639	0.00078375439537938	0.0010026407580529	0.00134862242808524
